date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2021-01-25,TX,34394,,72,,,,12785,0,,3352,,0,,,,,,2246845,1965585,6319,0,117468,154475,,,2227866,1818785,,0,16629666,68526,898817,1652273,,,,0,16629666,68526
2021-01-24,TX,34322,,208,,,,12899,0,,3384,,0,,,,,,2240526,1960061,11565,0,117189,149509,,,2217409,1809067,,0,16561140,155513,897815,1599086,,,,0,16561140,155513
2021-01-23,TX,34114,,407,,,,13309,0,,3475,,0,,,,,,2228961,1949885,17672,0,115099,148796,,,2195266,1797979,,0,16405627,84547,891438,1594480,,,,0,16405627,84547
2021-01-22,TX,33707,,422,,,,13344,0,,3536,,0,,,,,,2211289,1935747,22646,0,114880,147469,,,2182159,1785578,,0,16321080,118710,890509,1582586,,,,0,16321080,118710
2021-01-21,TX,33285,,441,,,,13564,0,,3609,,0,,,,,,2188643,1917513,22360,0,113423,144841,,,2163363,1763247,,0,16202370,126342,885758,1560260,,,,0,16202370,126342
2021-01-20,TX,32844,,450,,,,13870,0,,3686,,0,,,,,,2166283,1898549,31255,0,112159,142817,,,2143645,1739136,,0,16076028,140992,881456,1545919,,,,0,16076028,140992
2021-01-19,TX,32394,,310,,,,13928,0,,3619,,0,,,,,,2135028,1872614,9476,0,111308,141632,,,2117321,1711009,,0,15935036,57357,878299,1537217,,,,0,15935036,57357
2021-01-18,TX,32084,,46,,,,13858,0,,3619,,0,,,,,,2125552,1864249,11590,0,111158,139552,,,2109723,1697272,,0,15877679,159658,877677,1511420,,,,0,15877679,159658
2021-01-17,TX,32038,,207,,,,13728,0,,3605,,0,,,,,,2113962,1853521,16402,0,109520,138579,,,2082241,1677588,,0,15718021,133767,872211,1504491,,,,0,15718021,133767
2021-01-16,TX,31831,,381,,,,13929,0,,3656,,0,,,,,,2097560,1837552,24657,0,107306,134233,,,2060159,1666745,,0,15584254,140355,862717,1459365,,,,0,15584254,140355
2021-01-15,TX,31450,,400,,,,13953,0,,3663,,0,,,,,,2072903,1816535,27204,0,106216,132681,,,2037868,1649735,,0,15443899,139440,858535,1443336,,,,0,15443899,139440
2021-01-14,TX,31050,,426,,,,14052,0,,3662,,0,,,,,,2045699,1794545,23064,0,104726,130380,,,2013598,1630778,,0,15304459,125371,853435,1427906,,,,0,15304459,125371
2021-01-13,TX,30624,,405,,,,14106,0,,3662,,0,,,,,,2022635,1775619,27343,0,104043,127818,,,1991275,1612188,,0,15179088,147557,850565,1404149,,,,0,15179088,147557
2021-01-12,TX,30219,,286,,,,14218,0,,3619,,0,,,,,,1995292,1753059,26052,0,103243,126267,,,1965279,1595600,,0,15031531,92226,847195,1394289,,,,0,15031531,92226
2021-01-11,TX,29933,,56,,,,13397,0,,3424,,0,,,,,,1969240,1730312,14834,0,102405,123161,,,1948046,1568710,,0,14939305,148261,843839,1365082,,,,0,14939305,148261
2021-01-10,TX,29877,,186,,,,13111,0,,3478,,0,,,,,,1954406,1716824,15855,0,100971,120797,,,1918146,1558945,,0,14791044,137233,838680,1345957,,,,0,14791044,137233
2021-01-09,TX,29691,,381,,,,13935,0,,3521,,0,,,,,,1938551,1703634,23290,0,100438,118061,,,1892758,1549210,,0,14653811,121068,836194,1326296,,,,0,14653811,121068
2021-01-08,TX,29310,,372,,,,13921,0,,3521,,0,,,,,,1915261,1684271,23520,0,99392,114910,,,1866444,1536690,,0,14532743,86834,831020,1297609,,,,0,14532743,86834
2021-01-07,TX,28938,,393,,,,13784,0,,3502,,0,,,,,,1891741,1666487,24578,0,98318,114160,,,1851122,1522105,,0,14445909,75756,826923,1293168,,,,0,14445909,75756
2021-01-06,TX,28545,,326,,,,13628,0,,3477,,0,,,,,,1867163,1646382,24010,0,93511,112156,,,1835626,1504643,,0,14370153,80276,801027,1267667,,,,0,14370153,80276
2021-01-05,TX,28219,,250,,,,13308,0,,3356,,0,,,,,,1843153,1626568,31630,0,93053,110302,,,1820127,1488189,,0,14289877,100710,798283,1257275,,,,0,14289877,100710
2021-01-04,TX,27969,,52,,,,12961,0,,3317,,0,,,,,,1811523,1598713,18182,0,92554,108130,,,1799060,1464746,,0,14189167,135457,795422,1241302,,,,0,14189167,135457
2021-01-03,TX,27917,,50,,,,12563,0,,3184,,0,,,,,,1793341,1582615,16095,0,92091,103982,,,1770143,1451846,,0,14053710,48073,792757,1210365,,,,0,14053710,48073
2021-01-02,TX,27867,,96,,,,12319,0,,3072,,0,,,,,,1777246,1568034,4763,0,91676,103675,,,1759509,1443061,,0,14005637,156847,791133,1207649,,,,0,14005637,156847
2021-01-01,TX,27771,,334,,,,12481,0,,3124,,0,,,,,,1772483,1563758,16311,0,90397,102780,,,1729239,1435164,,0,13848790,105811,785916,1198101,,,,0,13848790,105811
2020-12-31,TX,27437,,349,,,,12268,0,,3107,,0,,,,,,1756172,1551250,18725,0,89396,100267,,,1709376,1423001,,0,13742979,81366,781869,1174394,,,,0,13742979,81366
2020-12-30,TX,27088,,326,,,,11992,0,,3012,,0,,,,,,1737447,1536265,21469,0,82876,97753,,,1694131,1402336,,0,13661613,69846,701794,1157852,,,,0,13661613,69846
2020-12-29,TX,26762,,241,,,,11775,0,,3012,,0,,,,,,1715978,1518499,32552,0,81689,96754,,,1680061,1387358,,0,13591767,75524,683203,1144302,,,,0,13591767,75524
2020-12-28,TX,26521,,49,,,,11351,0,,2969,,0,,,,,,1683426,1490479,14829,0,81251,94801,,,1665082,1357576,,0,13516243,59907,680733,1129749,,,,0,13516243,59907
2020-12-27,TX,26472,,51,,,,10886,0,,2856,,0,,,,,,1668597,1476674,8046,0,80953,94036,,,1653830,1346963,,0,13456336,88998,679419,1122377,,,,0,13456336,88998
2020-12-26,TX,26421,,13,,,,10773,0,,2856,,0,,,,,,1660551,1470154,2694,0,79756,93216,,,1639161,1339447,,0,13367338,116767,672553,1114467,,,,0,13367338,116767
2020-12-25,TX,26408,,200,,,,10868,0,,2856,,0,,,,,,1657857,1467898,4335,0,77870,90155,,,1620425,1332913,,0,13250571,113871,664120,1086179,,,,0,13250571,113871
2020-12-24,TX,26208,,308,,,,10724,0,,2865,,0,,,,,,1653522,1464556,17064,0,76711,89067,,,1603396,1326975,,0,13136700,114845,658985,1070160,,,,0,13136700,114845
2020-12-23,TX,25900,,294,,,,10574,0,,2874,,0,,,,,,1636458,1451256,23363,0,75952,87150,,,1584829,1311851,,0,13021855,73512,655566,1050963,,,,0,13021855,73512
2020-12-22,TX,25606,,191,,,,10299,0,,2767,,0,,,,,,1613095,1431416,21147,0,75566,86471,,,1573424,1297294,,0,12948343,122643,653540,1040594,,,,0,12948343,122643
2020-12-21,TX,25415,,67,,,,10009,0,,2767,,0,,,,,,1591948,1413684,10280,0,75226,84341,,,1555157,1279067,,0,12825700,144933,651053,1007059,,,,0,12825700,144933
2020-12-20,TX,25348,,122,,,,9856,0,,2777,,0,,,,,,1581668,1404675,7780,0,74228,81884,,,1534139,1269014,,0,12680767,111257,646470,983430,,,,0,12680767,111257
2020-12-19,TX,25226,,272,,,,9796,0,,2747,,0,,,,,,1573888,1398281,17907,0,72863,81071,,,1518230,1260984,,0,12569510,37166,640527,979007,,,,0,12569510,37166
2020-12-18,TX,24954,,294,,,,9709,0,,2739,,0,,,,,,1555981,1384476,16792,0,72492,80939,,,1513343,1245339,,0,12532344,88332,639270,977880,,,,0,12532344,88332
2020-12-17,TX,24660,,266,,,,9628,0,,2771,,0,,,,,,1539189,1371223,19849,0,71064,79073,,,1500558,1216415,,0,12444012,83703,627702,957887,,,,0,12444012,83703
2020-12-16,TX,24394,,252,,,,9528,0,,2742,,0,,,,,,1519340,1367965,18802,0,70308,77243,,,1489316,1216415,,0,12360309,77097,624341,934936,,,,0,12360309,77097
2020-12-15,TX,24142,,205,,,,9472,0,,2725,,0,,,,,,1500538,1352489,18926,0,69839,76600,,,1476519,1203398,,0,12283212,119269,621818,922161,,,,0,12283212,119269
2020-12-14,TX,23937,,26,,,,9304,0,,2679,,0,,,,,,1481612,1337096,8901,0,69478,74573,,,1459163,1185628,,0,12163943,134931,619088,906429,,,,0,12163943,134931
2020-12-13,TX,23911,,111,,,,9230,0,,2644,,0,,,,,,1472711,1328213,8349,0,68353,73141,,,1440979,1176377,,0,12029012,82689,613854,888741,,,,0,12029012,82689
2020-12-12,TX,23800,,249,,,,9192,0,,2642,,0,,,,,,1464362,1321578,16360,0,67899,71381,,,1430692,1167975,,0,11946323,325,611326,863974,,,,0,11946323,325
2020-12-11,TX,23551,,226,,,,9109,0,,2604,,0,,,,,,1448002,1307878,14451,0,66200,71365,,,1430675,1157334,,0,11945998,6683,606668,863863,,,,0,11945998,6683
2020-12-10,TX,23325,,244,,,,9045,0,,2644,,0,,,,,,1433551,1296132,15299,0,66200,71236,,,1430071,1074579,,0,11939315,36008,601686,862971,,,,0,11939315,36008
2020-12-09,TX,23081,,273,,,,9053,0,,2647,,0,,,,,,1418252,1283674,13606,0,65542,70766,,,1426497,1062398,,0,11903307,81405,598405,857323,,,,0,11903307,81405
2020-12-08,TX,22808,,181,,,,9028,0,,2646,,0,,,,,,1404646,1272496,19842,0,65063,69554,,,1416631,1050416,,0,11821902,117293,595246,843177,,,,0,11821902,117293
2020-12-07,TX,22627,,33,,,,8790,0,,2631,,0,,,,,,1384804,1258214,9491,0,64835,67828,,,1401774,1038806,,0,11704609,39810,593787,818716,,,,0,11704609,39810
2020-12-06,TX,22594,,92,,,,8681,0,,2592,,0,,,,,,1375313,1249323,10380,0,64340,67018,,,1395225,1030716,,0,11664799,57786,590964,813338,,,,0,11664799,57786
2020-12-05,TX,22502,,247,,,,8916,0,,2663,,0,,,,,,1364933,1240750,14391,0,63669,66269,,,1386252,1022297,,0,11607013,109458,587512,807829,,,,0,11607013,109458
2020-12-04,TX,22255,,255,,,,9015,0,,2645,,0,,,,,,1350542,1228812,16796,0,62869,65042,,,1372627,1012700,,0,11497555,113648,583553,791698,,,,0,11497555,113648
2020-12-03,TX,22000,,244,,,,9151,0,,2623,,0,,,,,,1333746,1215113,17552,0,62140,63709,,,1358324,1003141,,0,11383907,116376,578670,771879,,,,0,11383907,116376
2020-12-02,TX,21756,,207,,,,9109,0,,2544,,0,,,,,,1316194,1200674,19222,0,61488,62388,,,1343301,993151,,0,11267531,121623,575536,756314,,,,0,11267531,121623
2020-12-01,TX,21549,,170,,,,9047,0,,2583,,0,,,,,,1296972,1184250,18540,0,61129,60962,,,1327560,976517,,0,11145908,135034,573566,738089,,,,0,11145908,135034
2020-11-30,TX,21379,,22,,,,8900,0,,2536,,0,,,,,,1278432,1168111,11725,0,60825,59228,,,1309102,962639,,0,11010874,45004,571451,712553,,,,0,11010874,45004
2020-11-29,TX,21357,,48,,,,8634,0,,2487,,0,,,,,,1266707,1157273,7050,0,60759,58415,,,1301267,954465,,0,10965870,53232,570888,706818,,,,0,10965870,53232
2020-11-28,TX,21309,,102,,,,8597,0,,2427,,0,,,,,,1259657,1151069,4325,0,60487,57538,,,1291811,950586,,0,10912638,71749,569242,701538,,,,0,10912638,71749
2020-11-27,TX,21207,,51,,,,8518,0,,2449,,0,,,,,,1255332,1147045,3987,0,59679,56447,,,1280439,946663,,0,10840889,12642,563123,689889,,,,0,10840889,12642
2020-11-26,TX,21156,,206,,,,8706,0,,2444,,0,,,,,,1251345,1143616,14697,0,59031,56160,,,1278643,943457,,0,10828247,114701,560010,687314,,,,0,10828247,114701
2020-11-25,TX,20950,,200,,,,8585,0,,2356,,0,,,,,,1236648,1130980,18811,0,58350,54860,,,1264769,935011,,0,10713546,130734,556284,670565,,,,0,10713546,130734
2020-11-24,TX,20750,,162,,,,8495,0,,2331,,0,,,,,,1217837,1115371,16580,0,57944,53643,,,1250838,927331,,0,10582812,147707,553956,654298,,,,0,10582812,147707
2020-11-23,TX,20588,,32,,,,8353,0,,2299,,0,,,,,,1201257,1100979,7641,0,57713,52412,,,1235153,917739,,0,10435105,55174,552103,634477,,,,0,10435105,55174
2020-11-22,TX,20556,,89,,,,8174,0,,2215,,0,,,,,,1193616,1094275,9769,0,57040,51881,,,1228284,913796,,0,10379931,75543,548439,630204,,,,0,10379931,75543
2020-11-21,TX,20467,,171,,,,8245,0,,2195,,0,,,,,,1183847,1085524,14922,0,56537,51349,,,1219414,909137,,0,10304388,121313,545643,625778,,,,0,10304388,121313
2020-11-20,TX,20296,,183,,,,8164,0,,2214,,0,,,,,,1168925,1072698,13795,0,55555,50463,,,1206044,901943,,0,10183075,119077,539765,613980,,,,0,10183075,119077
2020-11-19,TX,20113,,230,,,,7982,0,,2154,,0,,,,,,1155130,1060686,14269,0,54717,49558,,,1192594,896191,,0,10063998,117113,535321,597184,,,,0,10063998,117113
2020-11-18,TX,19883,,187,,,,7958,0,,2127,,0,,,,,,1140861,1048383,10987,0,54291,48664,,,1179363,889099,,0,9946885,116377,532113,585973,,,,0,9946885,116377
2020-11-17,TX,19696,,117,,,,7841,0,,2127,,0,,,,,,1129874,1039511,13644,0,54046,47658,,,1166390,883223,,0,9830508,117494,530418,571848,,,,0,9830508,117494
2020-11-16,TX,19579,,20,,,,7468,0,,2047,,0,,,,,,1116230,1027889,7828,0,53738,46385,,,1152103,875521,,0,9713014,38343,528417,553433,,,,0,9713014,38343
2020-11-15,TX,19559,,89,,,,7274,0,,2047,,0,,,,,,1108402,1020721,7923,0,53738,45833,,,1146144,871784,,0,9674671,55561,528417,549925,,,,0,9674671,55561
2020-11-14,TX,19470,,150,,,,7151,0,,1976,,0,,,,,,1100479,1014160,11401,0,52886,45359,,,1138098,861205,,0,9619110,96728,523180,546645,,,,0,9619110,96728
2020-11-13,TX,19320,,173,,,,7083,0,,1959,,0,,,,,,1089078,1004983,13424,0,52329,44453,,,1126150,850648,,0,9522382,94206,519740,536610,,,,0,9522382,94206
2020-11-12,TX,19147,,143,,,,6925,0,,1879,,0,,,,,,1075654,993841,10589,0,51772,43455,,,1115259,838950,,0,9428176,96818,515698,523543,,,,0,9428176,96818
2020-11-11,TX,19004,,141,,,,6779,0,,1879,,0,,,,,,1065065,985380,13166,0,51717,42308,,,1103208,831800,,0,9331358,110242,514912,512685,,,,0,9331358,110242
2020-11-10,TX,18863,,94,,,,6170,0,,1828,,0,,,,,,1051899,973970,12935,0,51519,41134,,,1090190,826116,,0,9221116,115851,513192,499322,,,,0,9221116,115851
2020-11-09,TX,18769,,26,,,,6103,0,,1816,,0,,,,,,1038964,963019,4849,0,51213,39598,,,1075300,820156,,0,9105265,34656,511176,483220,,,,0,9105265,34656
2020-11-08,TX,18743,,43,,,,6080,0,,1786,,0,,,,,,1034115,956234,6878,0,50934,38943,,,1069577,820215,,0,9070609,51708,509011,479209,,,,0,9070609,51708
2020-11-07,TX,18700,,111,,,,6068,0,,1759,,0,,,,,,1027237,950549,9560,0,50556,38269,,,1061549,811330,,0,9018901,91063,506808,474486,,,,0,9018901,91063
2020-11-06,TX,18589,,136,,,,6070,0,,1785,,0,,,,,,1017677,942539,9239,0,49570,37196,,,1050102,807008,,0,8927838,95460,500132,462799,,,,0,8927838,95460
2020-11-05,TX,18453,,133,,,,5954,0,,1749,,0,,,,,,1008438,934994,10171,0,49570,36170,,,1038293,802611,,0,8832378,93783,500132,450761,,,,0,8832378,93783
2020-11-04,TX,18320,,126,,,,5872,0,,1744,,0,,,,,,998267,926400,9817,0,49145,35184,,,1027079,797586,,0,8738595,96339,497255,441588,,,,0,8738595,96339
2020-11-03,TX,18194,,97,,,,5936,0,,1734,,0,,,,,,988450,918336,10665,0,48506,34271,,,1016443,792286,,0,8642256,97290,491876,429996,,,,0,8642256,97290
2020-11-02,TX,18097,,20,,,,5770,0,,1692,,0,,,,,,977785,910038,5455,0,48164,33203,,,1005389,787685,,0,8544966,27063,490032,417575,,,,0,8544966,27063
2020-11-01,TX,18077,,53,,,,5691,0,,1631,,0,,,,,,972330,904855,71734,0,47829,32759,,,1001616,785282,,0,8517903,38378,487423,414144,,,,0,8517903,38378
2020-10-31,TX,18024,,90,,,,5696,0,,1631,,0,,,,,,900596,900596,7145,0,47137,32269,,,995996,782006,,0,8479525,79056,481608,410844,,,,0,8479525,79056
2020-10-30,TX,17934,,115,,,,5627,0,,1606,,0,,,,,,893451,893451,6631,0,46737,31586,,,987286,776580,,0,8400469,81689,480444,402315,,,,0,8400469,81689
2020-10-29,TX,17819,,119,,,,5587,0,,1599,,0,,,,,,886820,886820,6826,0,46323,30780,,,978542,772350,,0,8318780,80804,476253,392149,,,,0,8318780,80804
2020-10-28,TX,17700,,105,,,,5650,0,,1636,,0,,,,,,879994,879994,5627,0,45489,30193,,,970102,767905,,0,8237976,87362,473079,384461,,,,0,8237976,87362
2020-10-27,TX,17595,,81,,,,5512,0,,1601,,0,,,,,,874367,874367,7292,0,45215,29591,,,962580,763108,,0,8150614,87326,470883,375346,,,,0,8150614,87326
2020-10-26,TX,17514,,10,,,,5278,0,,1545,,0,,,,,,867075,867075,4700,0,44950,28917,,,953479,758192,,0,8063288,26595,468501,365010,,,,0,8063288,26595
2020-10-25,TX,17504,,48,,,,5206,0,,1550,,0,,,,,,862375,862375,4304,0,44745,28548,,,949518,755095,,0,8036693,37153,466962,362005,,,,0,8036693,37153
2020-10-24,TX,17456,,81,,,,4995,0,,1513,,0,,,,,,858071,858071,6499,0,44466,28179,,,944643,753611,,0,7999540,69457,465309,358918,,,,0,7999540,69457
2020-10-23,TX,17375,,89,,,,5065,0,,1511,,0,,,,,,851572,851572,6472,0,43966,27563,,,937845,748252,,0,7930083,78756,462309,351741,,,,0,7930083,78756
2020-10-22,TX,17286,,85,,,,4931,0,,1454,,0,,,,,,845100,845100,6291,0,43576,26863,,,929657,744283,,0,7851327,81418,459439,342539,,,,0,7851327,81418
2020-10-21,TX,17201,,114,,,,4782,0,,1424,,0,,,,,,838809,838809,5252,0,43253,26165,,,920980,739140,,0,7769909,82859,457228,333932,,,,0,7769909,82859
2020-10-20,TX,17087,,65,,,,4588,0,,1349,,0,,,,,,833557,833557,7884,0,42991,25532,,,913649,733758,,0,7687050,83889,455327,323967,,,,0,7687050,83889
2020-10-19,TX,17022,,8,,,,4319,0,,1349,,0,,,,,,825673,825673,1894,0,42646,24713,,,905339,729762,,0,7603161,23929,452388,313129,,,,0,7603161,23929
2020-10-18,TX,17014,,30,,,,4226,0,,1340,,0,,,,,,823779,823779,3216,0,42428,24447,,,902376,726231,,0,7579232,32359,450891,310816,,,,0,7579232,32359
2020-10-17,TX,16984,,81,,,,4275,0,,1348,,0,,,,,,820563,820563,4885,0,42170,24170,,,898621,723204,,0,7546873,65988,449341,308431,,,,0,7546873,65988
2020-10-16,TX,16903,,91,,,,4248,0,,1290,,0,,,,,,815678,815678,5870,0,41811,23677,,,892654,719478,,0,7480885,68382,447010,302744,,,,0,7480885,68382
2020-10-15,TX,16812,,95,,,,4263,0,,1290,,0,,,,,,809808,809808,4726,0,41396,23217,,,886489,716015,,0,7412503,70382,444135,295383,,,,0,7412503,70382
2020-10-14,TX,16717,,95,,,,4131,0,,1237,,0,,,,,,805082,805082,4826,0,40963,22707,,,879936,711438,,0,7342121,76079,440413,288410,,,,0,7342121,76079
2020-10-13,TX,16622,,64,,,,4053,0,,1237,,0,,,,,,800256,800256,5130,0,40544,22215,,,874204,708349,,0,7266042,74269,436479,279869,,,,0,7266042,74269
2020-10-12,TX,16558,,1,,,,3870,0,,1196,,0,,,,,,795126,795126,2648,0,40449,21673,,,867785,705189,,0,7191773,21033,435831,271104,,,,0,7191773,21033
2020-10-11,TX,16557,,31,,,,3622,0,,1142,,0,,,,,,792478,792478,2418,0,40234,21391,,,865350,703662,,0,7170740,33839,434254,268770,,,,0,7170740,33839
2020-10-10,TX,16526,,94,,,,3628,0,,1137,,0,,,,,,790060,790060,4230,0,39953,21136,,,861853,701583,,0,7136901,61495,432509,266444,,,,0,7136901,61495
2020-10-09,TX,16432,,98,,,,3593,0,,1138,,0,,,,,,785830,785830,4036,0,39452,20779,,,856947,698481,,0,7075406,65212,429145,260712,,,,0,7075406,65212
2020-10-08,TX,16334,,104,,,,3556,0,,1098,,0,,,,,,781794,781794,4238,0,39230,20366,,,852037,695194,,0,7010194,68542,427731,252857,,,,0,7010194,68542
2020-10-07,TX,16230,,119,,,,3519,0,,1052,,0,,,,,,777556,777556,4121,0,38678,20019,,,847282,692123,,0,6941652,68904,422880,246334,,,,0,6941652,68904
2020-10-06,TX,16111,,78,,,,3394,0,,1080,,0,,,,,,773435,773435,4132,0,38448,19665,,,843046,687277,,0,6872748,69861,421087,238557,,,,0,6872748,69861
2020-10-05,TX,16033,,8,,,,3318,0,,1107,,0,,,,,,769303,769303,3409,0,38354,19234,,,838058,683700,,0,6802887,20124,420372,229474,,,,0,6802887,20124
2020-10-04,TX,16025,,33,,,,3192,0,,1071,,0,,,,,,765894,765894,2884,0,38164,19048,,,836145,680083,,0,6782763,27608,419197,227559,,,,0,6782763,27608
2020-10-03,TX,15992,,97,,,,3195,0,,1101,,0,,,,,,763010,763010,7006,0,37871,18866,,,833768,677244,,0,6755155,56057,417575,225667,,,,0,6755155,56057
2020-10-02,TX,15895,,72,,,,3227,0,,1091,,0,,,,,,756004,756004,3503,0,37538,18633,,,830093,672144,,0,6699098,50306,415228,221296,,,,0,6699098,50306
2020-10-01,TX,15823,,112,,,,3190,0,,1075,,0,,,,,,752501,752501,3534,0,37224,18358,,,826741,668515,,0,6648792,49963,413627,214223,,,,0,6648792,49963
2020-09-30,TX,15711,,107,,,,3344,0,,1076,,0,,,,,,748967,748967,5683,0,37113,18094,,,823305,664883,,0,6598829,54244,412969,209959,,,,0,6598829,54244
2020-09-29,TX,15604,,71,,,,3251,0,,1044,,0,,,,,,743284,743284,4062,0,36957,17806,,,820161,661038,,0,6544585,57998,411712,202842,,,,0,6544585,57998
2020-09-28,TX,15533,,11,,,,3201,0,,1056,,0,,,,,,739222,739222,4090,0,36905,17473,,,816290,657407,,0,6486587,16459,411266,194502,,,,0,6486587,16459
2020-09-27,TX,15522,,37,,,,3217,0,,1056,,0,,,,,,735132,735132,1694,0,35953,17332,,,814979,652376,,0,6470128,23858,400882,192591,,,,0,6470128,23858
2020-09-26,TX,15485,,121,,,,3209,0,,1056,,0,,,,,,733438,733438,4886,0,35847,17229,,,813007,649580,,0,6446270,48515,399337,191112,,,,0,6446270,48515
2020-09-25,TX,15364,,97,,,,3221,0,,1051,,0,,,,,,728552,728552,4633,0,35656,17005,,,809734,646143,,0,6397755,55801,394584,186922,,,,0,6397755,55801
2020-09-24,TX,15267,,138,,,,3204,0,,1051,,0,,,,,,723919,723919,4320,0,35421,16771,,,806276,642169,,0,6341954,54762,391678,178767,,,,0,6341954,54762
2020-09-23,TX,15129,,135,,,,3195,0,,1041,,0,,,,,,719599,719599,3392,0,35217,16495,,,802918,618054,,0,6287192,53089,390538,173861,,,,0,6287192,53089
2020-09-22,TX,14994,,77,,,,3207,0,,1065,,0,,,,,,716207,716207,17820,0,35026,16231,,,799937,613896,,0,6234103,55380,389207,167276,,,,0,6234103,55380
2020-09-21,TX,14917,,24,,,,3132,0,,1073,,0,,,,,,698387,698387,9853,0,34843,15935,,,796468,611856,,0,6178723,14792,386966,160038,,,,0,6178723,14792
2020-09-20,TX,14893,,45,,,,3081,0,,1057,,0,,,,,,688534,688534,2466,0,34639,15813,,,795308,609210,,0,6163931,22747,385351,158451,,,,0,6163931,22747
2020-09-19,TX,14848,,135,,,,3124,0,,1083,,0,,,,,,686068,686068,3827,0,34415,15658,,,793400,605522,,0,6141184,50993,383876,156824,,,,0,6141184,50993
2020-09-18,TX,14713,,123,,,,3172,0,,1107,,0,,,,,,682241,682241,3422,0,34084,15466,,,790132,600662,,0,6090191,54076,381430,153189,,,,0,6090191,54076
2020-09-17,TX,14590,,112,,,,3246,0,,1140,,0,,,,,,678819,678819,4047,0,33718,15218,,,786836,594817,,0,6036115,43336,378541,148112,,,,0,6036115,43336
2020-09-16,TX,14478,,135,,,,3249,0,,1139,,0,,,,,,674772,674772,6026,0,33463,15103,,,784178,590837,,0,5992779,41587,377019,144928,,,,0,5992779,41587
2020-09-15,TX,14343,,132,,,,3311,0,,1151,,0,,,,,,668746,668746,5342,0,33086,14992,,,781588,585912,,0,5951192,39383,373766,142179,,,,0,5951192,39383
2020-09-14,TX,14211,,21,,,,3391,0,,1165,,0,,,,,,663404,663404,3970,0,33050,14852,,,778772,581204,,0,5911809,9711,373406,137788,,,,0,5911809,9711
2020-09-13,TX,14190,,47,,,,3319,0,,1140,,0,,,,,,659434,659434,1845,0,34286,14801,,,777965,577832,,0,5902098,14977,390318,137241,,,,0,5902098,14977
2020-09-12,TX,14143,,146,,,,3371,0,,1174,,0,,,,,,657589,657589,4233,0,33571,14752,,,776717,573670,,0,5887121,36115,383596,136704,,,,0,5887121,36115
2020-09-11,TX,13997,,144,,,,3465,0,,1198,,0,,,,,,653356,653356,3547,0,33010,14641,,,774410,568067,,0,5851006,36226,380352,134226,,,,0,5851006,36226
2020-09-10,TX,13853,,161,,,,3575,0,,1267,,0,,,,,,649809,649809,4018,0,32735,14525,,,772078,564114,,0,5814780,35751,377901,130917,,,,0,5814780,35751
2020-09-09,TX,13692,,139,,,,3604,0,,1347,,0,,,,,,645791,645791,4000,0,32352,14404,,,769672,558894,,0,5779029,42448,374319,128145,,,,0,5779029,42448
2020-09-08,TX,13553,,61,,,,3701,0,,1322,,0,,,,,,641791,641791,1421,0,32328,14186,,,767049,553409,,0,5736581,12935,374045,123384,,,,0,5736581,12935
2020-09-07,TX,13492,,20,,,,3537,0,,1322,,0,,,,,,640370,640370,2060,0,32006,14072,,,766091,543412,,0,5723646,13498,371102,122333,,,,0,5723646,13498
2020-09-06,TX,13472,,64,,,,3715,0,,1409,,0,,,,,,638310,638310,2995,0,31773,13966,,,764864,543412,,0,5710148,20417,369645,121316,,,,0,5710148,20417
2020-09-05,TX,13408,,177,,,,3973,0,,1409,,0,,,,,,635315,635315,4486,0,31521,13861,,,762978,538282,,0,5689731,40155,368062,120161,,,,0,5689731,40155
2020-09-04,TX,13231,,140,,,,3889,0,,1433,,0,,,,,,630829,630829,5482,0,30982,13661,,,759864,532223,,0,5649576,42210,365953,115942,,,,0,5649576,42210
2020-09-03,TX,13091,,221,,,,4075,0,,1433,,0,,,,,,625347,625347,3680,0,30524,13425,,,756793,527359,,0,5607366,40899,361848,112940,,,,0,5607366,40899
2020-09-02,TX,12870,,189,,,,4149,0,,1476,,0,,,,,,621667,621667,4334,0,30213,13122,,,753665,522087,,0,5566467,42252,360236,109490,,,,0,5566467,42252
2020-09-01,TX,12681,,145,,,,4144,0,,1525,,0,,,,,,617333,617333,4364,0,30159,12805,,,750396,514861,,0,5524215,45845,359593,105095,,,,0,5524215,45845
2020-08-31,TX,12536,,26,,,,4203,0,,1525,,0,,,,,,612969,612969,2615,0,30025,12533,,,746464,507499,,0,5478370,12815,358718,101788,,,,0,5478370,12815
2020-08-30,TX,12510,,90,,,,4172,0,,1566,,0,,,,,,610354,610354,3824,0,29723,12438,,,745270,499518,,0,5465555,20343,356857,100665,,,,0,5465555,20343
